ID,repo_url,issue_url,issue_node_id,issue_created_at,issue_updated_at,issue_state,issue_comments_count,comment_id,comment_url,comment_author,comment_created_at,comment_updated_at,comment_body,line_count,char_count,language,sentiment_label_manual
11,https://github.com/coollabsio/coolify,https://github.com/coollabsio/coolify/issues/8154,I_kwDOE9dbMc7obuOI,2026-02-05T04:35:03Z,2026-02-19T21:24:57Z,CLOSED,61,IC_kwDOE9dbMc7l2EzG,https://github.com/coollabsio/coolify/issues/8154#issuecomment-3856157894,Saksham321,2026-02-05T20:56:19Z,2026-02-05T20:56:19Z,"Implementation Plan: Debian 13 Server Validation in Coolify 1. Analyze Current Server Validation Flow Review the existing server onboarding/validation logic in Coolify (SSH connection, OS detection, prerequisite checks). Identify where OS detection is performed (e.g. <PATH> lsb_release, or similar). Confirm how Coolify currently validates supported distributions and versions. 2. Detect Debian 13 Reliably Extend the OS detection logic to explicitly recognize Debian 13. Parse <PATH> values: ID=debian VERSION_ID=""13"" (or 13.x) Ensure detection is resilient to minor version differences and future point releases. 3. Update Supported OS Validation Rules Add Debian 13 to Coolify’s list of supported operating systems. Ensure the validation logic: Accepts Debian 13 Rejects unsupported Debian versions with a clear error message Keep the validation logic extensible for future Debian releases. 4. Verify System Dependencies on Debian 13 Confirm all required dependencies (Docker, curl, wget, sudo, systemd, etc.) are available and compatible on Debian 13. Update any install scripts or dependency checks if package names or installation steps differ from Debian 12. Validate Docker installation method recommended by Coolify works correctly on Debian 13. 5. Adjust Provisioning Scripts if Needed Review bootstrap/provisioning scripts for: Hardcoded Debian version checks Deprecated repositories or commands Update scripts to ensure smooth provisioning on Debian 13 without regressions for existing supported OSes. 6. Testing Strategy Test server connection and validation on: Fresh Debian 13 installation Existing supported Debian version (e.g. Debian 12) to avoid regressions Validate: Successful OS detection Successful dependency installation Successful server registration in Coolify 7. Error Handling & User Feedback Ensure validation errors clearly state: Detected OS Why the server is rejected (if applicable) Provide actionable guidance for users running unsupported systems. 8. Documentatio",1,2000,en,neutral
12,https://github.com/opencv/opencv,https://github.com/opencv/opencv/issues/24491,I_kwDOAE3xU851xeCc,2023-11-03T10:41:33Z,2026-05-28T18:47:59Z,OPEN,25,IC_kwDOAE3xU86T_3Rh,https://github.com/opencv/opencv/issues/24491#issuecomment-2482992225,CSBVision,2024-11-18T13:04:41Z,2024-11-18T13:04:41Z,"Actually, we think we succeeded in implementing a solution that is based on modifying alone, i.e. which does not require any breaking changes, neither with the encoders/decoders nor the callers that read or write images. Our solution addresses the following major issues: 1. Open the file only once, i.e. avoid a dedicated call only to resolve the decoder. 2. Avoid redundancies / code duplicates between and functions. 3. Add full unicode support by using , which requires C++ 17 support (if C++ 17 is not available, unicode support remains platform-specific). Before creating a PR, we would like to discuss the changs first because a line-by-line review is not really helpful. Our main changes can be summarized as: 1. As now depends on , we moved the deocode/encode functions up such that they are callable by . 2. Adding a function that resolves the path, including unicode support if C++ 17 is available. 3. Adding a function that reads the whole file content, including resolving of unicode paths using . 4. Now, basically only reads the file content and calls therefter. Additionally, the filename is forwarded to because there could be decoders that require explicit writing of a temporary file, still currently this only holds for the gdcm decoder (as discussed above). As long as there is no additional stream API for the decoders, it is more efficient to pass the filename to the decoder instead of writing the file content into a temporary file. The latter is only used if not passed by the caller, e.g. encoding from external buffers, keeping the current behavior. 5. Slightly optimize the decoding process: First, cache the maximum signature length inside to only query this once from all decoders. Second, add the most commonly used decoders (PNG, JPG, TIFF) first such that in most cases, one of the first queries is correct. 6. takes an OutputArray instead of a Mat and includes the type check previously implemented in . Alternatively, is only allowed to take a Mat but not an Outpu",1,2000,en,positive
13,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/issues/63062,I_kwDOArmXAs6AhD0b,2024-02-27T09:52:15Z,2026-05-19T02:22:39Z,CLOSED,6,IC_kwDOArmXAs51MaSr,https://github.com/tensorflow/tensorflow/issues/63062#issuecomment-1966187691,Sehun0819,2024-02-27T10:00:07Z,2024-02-27T10:00:25Z,"In release build, we can observe an unstable intermediate tensor with invalid dims([gist](<URL> <CODE>",1,102,en,neutral
14,https://github.com/microsoft/terminal,https://github.com/microsoft/terminal/issues/20056,I_kwDOBfbO8M76NSJv,2026-04-03T01:43:41Z,2026-04-29T19:20:05Z,OPEN,7,IC_kwDOBfbO8M764gVF,https://github.com/microsoft/terminal/issues/20056#issuecomment-4209116485,DHowett,2026-04-08T19:42:24Z,2026-04-08T19:42:24Z,"There's definitely something weird here. Thinking about it for only a few seconds (sorry, haven't paged in all our history here):I am not certain that we should allow Terminal to run in the background with no windows _without_ a tray icon. We're not an APT after all; we should indicate to the user somehow that we're still running. We'll also add a item to that menu for anybody who gets stuck in this state. I vaguely recall historically deciding that we should always show a tray icon if the quake window was around. I don't know if we went back on that at one point. 🤔",1,572,en,positive
15,https://github.com/makeplane/plane,https://github.com/makeplane/plane/issues/5059,I_kwDOIdx9Rs6Or4Pk,2024-07-07T02:45:36Z,2026-03-05T06:01:48Z,OPEN,7,IC_kwDOIdx9Rs7lvLvf,https://github.com/makeplane/plane/issues/5059#issuecomment-3854351327,PaulFreund,2026-02-05T15:21:15Z,2026-02-07T20:25:46Z,"As a workaround I created a patched <PATH> with the following patch: <CODE> And linked it into the plane-api docker container with: <CODE> After that users were able to log in. EDIT2: A previous version also patched <PATH> but I mixed preview and stable by accident. After the fix in <PATH> I noticed the invites did not allow going through the onboarding, so the patch is bigger now",1,383,en,neutral
16,https://github.com/ueberdosis/tiptap,https://github.com/ueberdosis/tiptap/issues/6147,I_kwDOCKucfc6sMCJJ,2025-03-01T11:31:05Z,2026-02-20T22:15:07Z,CLOSED,5,IC_kwDOCKucfc7pt49_,https://github.com/ueberdosis/tiptap/issues/6147#issuecomment-3921121151,bdbch,2026-02-18T14:23:06Z,2026-02-18T14:23:13Z,When using React you should not use the BubbleMenu extension manually. The extension is only relevant if you use vanilla JS. The menus in React and Vue are owned by the React and Vue components so the right approach is just to use the prop on each component. Is this issue relevant to anyone on Vanilla JS?,1,306,en,neutral
17,https://github.com/react/react-native,https://github.com/react/react-native/issues/54133,I_kwDOAbrxp87Q9B1X,2025-10-11T11:19:32Z,2026-01-19T07:34:42Z,CLOSED,6,IC_kwDOAbrxp87cEc8Z,https://github.com/react/react-native/issues/54133#issuecomment-3692154649,react-native-bot,2025-12-26T05:27:31Z,2025-12-26T05:27:31Z,This issue is waiting for author's feedback since 24 days. Please provide the requested feedback or this will be closed in 7 days.,1,130,en,negative
18,https://github.com/moby/moby,https://github.com/moby/moby/issues/2259,MDU6SXNzdWUyMTEzMjk5OQ==,2013-10-17T05:13:47Z,2026-02-19T11:39:39Z,OPEN,240,MDEyOklzc3VlQ29tbWVudDIyMTcxMDYyMA==,https://github.com/moby/moby/issues/2259#issuecomment-221710620,cpuguy83,2016-05-25T21:18:23Z,2016-05-25T21:18:23Z,"Not sure if this is what you are asking but... <CODE> Build above image named as ""test"" <CODE> Both and in the above example would be owned by 1000:1000",1,152,en,negative
19,https://github.com/ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/issues/29047,MDU6SXNzdWU4OTIzOTk2MjU=,2021-05-15T09:30:30Z,2026-06-11T22:11:53Z,OPEN,6,MDEyOklzc3VlQ29tbWVudDg0NDY5MjMwMg==,https://github.com/ytdl-org/youtube-dl/issues/29047#issuecomment-844692302,pukkandan,2021-05-20T04:54:21Z,2021-05-20T04:54:21Z,"<USER> I am not a maintainer of youtube-dl. So I can't say if this will ever be implemented. But, you should get what you want if you just remove from <URL> <CODE>",1,163,en,neutral
20,https://github.com/apache/echarts,https://github.com/apache/echarts/issues/16144,I_kwDOAIwqAM4_nNjf,2021-11-30T13:33:18Z,2026-05-03T12:01:37Z,OPEN,10,IC_kwDOAIwqAM46mve8,https://github.com/apache/echarts/issues/16144#issuecomment-983234492,xiaonaiquan,2021-12-01T02:52:08Z,2021-12-01T02:52:08Z,> You're welcome. Please let me know if you fix it,1,50,en,positive
21,https://github.com/marktext/marktext,https://github.com/marktext/marktext/issues/2983,I_kwDOBpVI_M5DEID4,2022-02-06T09:41:32Z,2026-06-06T20:32:23Z,CLOSED,42,IC_kwDOBpVI_M5q46mJ,https://github.com/marktext/marktext/issues/2983#issuecomment-1793304969,johnblommers,2023-11-04T02:12:44Z,2023-11-04T02:12:44Z,"There's no need to use Homebrew. Download the release file version 0.17.1, mount the DMG, drag the MarkText app into the directory, right click over it and choose open. You may have to do this again. Then it works and you have the proper Apple Silicion edition working. Just tried this myself.",1,293,en,neutral
22,https://github.com/qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent/issues/6236,MDU6SXNzdWUyMDA4MTI1ODU=,2017-01-14T16:08:13Z,2026-03-29T18:14:03Z,OPEN,64,IC_kwDOADMlP85bpJMC,https://github.com/qbittorrent/qBittorrent/issues/6236#issuecomment-1537512194,MJCD,2023-05-07T18:29:53Z,2023-05-07T18:29:53Z,"Honestly after literally years of <this>.... Just use the portable version from <URL> -- their platform is battle tested and uses simple redirections of a single runtimes calls to the local file structures which matches identically with Windows. Not on windows? Check out port-apps on github -- they do some more involved work with said app, which is more likely to introduce unexpected issues, but... :shrug: - Michael On Mon, Feb 6, 2023 at 1:13 AM thalieht ***@***.***> wrote: > I need to transfer my qbittorrent settings over from one computer to > another. What's the best way how? > > #6236 (comment) > <<URL> > > — > Reply to this email directly, view it on GitHub > <<URL> > or unsubscribe > <<URL> > . > You are receiving this because you commented.Message ID: > ***@***.***> >",1,786,en,negative
23,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn/issues/20952,MDU6SXNzdWU5ODg5MjIzODg=,2021-09-06T08:36:11Z,2026-04-08T16:44:10Z,OPEN,11,IC_kwDOAAzd1s5G5_lr,https://github.com/scikit-learn/scikit-learn/issues/20952#issuecomment-1189607787,wenfeiy-db,2022-07-19T22:20:01Z,2022-07-19T22:20:01Z,"> > Regarding what the estimators do by themselves, we're aware of that, but to keep Auto-sklearn as simple as possible we aim to only handle integer classes internally. So one could say that the Auto-sklearn estimator aims to do that internally and we just need to find a way how to provide the user with the internal models in case they want to see them. > > For a library, I really like the idea of separating out the logic for encoding the target and having models that only support integers internally. As for inclusion, I think there needs to be a use case besides encoding the target, because sklearn classifiers handles the encoding internally. <USER> Do you see another use case for besides encoding the target? From discussion <URL> if the target is string, then the workaround of using the existing won't work. Would this be considered a different use case? This became a problem because xgboost removes the label transform inside their sklearn interface since 1.6.0. See their release note (<URL> and the relevant PR (<URL>",1,1035,en,positive
24,https://github.com/photoprism/photoprism,https://github.com/photoprism/photoprism/issues/93,MDU6SXNzdWU0MDUwOTI1NDI=,2019-01-31T05:53:22Z,2026-03-01T12:38:06Z,OPEN,89,IC_kwDOBxo-6c56bVkS,https://github.com/photoprism/photoprism/issues/93#issuecomment-2053986578,DarkNeedle,2024-04-14T09:43:27Z,2024-04-14T09:43:27Z,There seems to be resistance to adding S3 support. It’s super easy to implement effectively. The resistance seems philosophical. This request has been open since 2019 and even then it was super easy to implement. Implement the feature and let users decide. I suppose I can fork this and just do the implementation myself. Or others can move to NextCloud or FileCloud for the feature. It’s ludicrous not to have S3 or similar storage option. Again resistance seems dev philosophy or knowledge impediment,1,502,en,negative
25,https://github.com/LizardByte/Sunshine,https://github.com/LizardByte/Sunshine/issues/4314,I_kwDOGiedss7OuLtV,2025-09-30T08:40:21Z,2026-01-16T14:22:30Z,CLOSED,40,IC_kwDOGiedss7U2nwu,https://github.com/LizardByte/Sunshine/issues/4314#issuecomment-3571088430,iguana31,2025-11-24T14:31:56Z,2025-11-24T14:31:56Z,"I didn't know that either. Thanks, <USER>, that' a nice workaround.",1,67,en,positive
26,https://github.com/typeorm/typeorm,https://github.com/typeorm/typeorm/issues/12013,I_kwDOAyVBJc7smDDK,2026-02-20T16:40:34Z,2026-03-07T11:38:57Z,OPEN,5,IC_kwDOAyVBJc7vX7-i,https://github.com/typeorm/typeorm/issues/12013#issuecomment-4016029602,lraveri,2026-03-07T09:05:01Z,2026-03-07T09:05:01Z,Should we consider using the built-in runner instead of introducing another dependency?,1,87,en,neutral
27,https://github.com/mermaid-js/mermaid,https://github.com/mermaid-js/mermaid/issues/1860,MDU6SXNzdWU3ODk2NTQ4NTc=,2021-01-20T05:42:58Z,2026-05-04T08:38:01Z,CLOSED,24,IC_kwDOAY2_J88AAAABBHBDRw,https://github.com/mermaid-js/mermaid/issues/1860#issuecomment-4369433415,knsv,2026-05-04T08:38:01Z,2026-05-04T08:38:01Z,"Hi <USER> — to clarify the scope here: Mermaid itself is a rendering library that produces a single SVG. Pan/zoom is a viewer-level concern, and that's where it has actually landed: - GitHub ships built-in pan/zoom for Mermaid blocks - Mermaid Live Editor and Mermaid Chart both have zoom controls - Obsidian, VS Code preview, and several others provide their own zoom UI on top of the rendered SVG For self-hosted pages where you control the markup, the standard recipe is to disable the width cap so the SVG renders at its natural size and is scrollable in its container: or per-diagram: If you want true pan/zoom (mouse wheel, drag, pinch), wrap the rendered SVG with a small library — svg-pan-zoom or <USER>'s svg-toolbelt (mentioned upthread) both work well with Mermaid output. So there isn't a ""patch release"" planned for this in core — it's intentionally left to the host. If you're hitting this in a specific environment (GitLab, a particular docs site, etc.), happy to look at that case specifically.",1,1010,en,neutral
28,https://github.com/serverless/serverless,https://github.com/serverless/serverless/issues/12808,I_kwDOAgtq6s6WngXz,2024-09-15T14:26:54Z,2026-02-13T15:11:45Z,CLOSED,4,IC_kwDOAgtq6s6p3EzA,https://github.com/serverless/serverless/issues/12808#issuecomment-2849787072,tomkat-cr,2025-05-05T02:55:53Z,2025-05-05T02:55:53Z,saved the day. Thanks,1,21,en,positive
29,https://github.com/ray-project/ray,https://github.com/ray-project/ray/issues/49342,I_kwDOBEmZvc6j1H95,2024-12-18T19:37:15Z,2026-06-06T12:48:32Z,OPEN,9,IC_kwDOBEmZvc6YHyWr,https://github.com/ray-project/ray/issues/49342#issuecomment-2552178091,alexeykudinkin,2024-12-18T20:09:48Z,2024-12-18T20:09:48Z,"<USER> ideally both, but at the very least we should show 10k most recent tasks",1,79,en,neutral
30,https://github.com/golang/go,https://github.com/golang/go/issues/70602,I_kwDOAWBuf86g5lPN,2024-11-27T18:36:51Z,2026-06-02T22:58:07Z,OPEN,61,IC_kwDOAWBuf86oBt0X,https://github.com/golang/go/issues/70602#issuecomment-2819022103,rhysh,2025-04-21T17:00:16Z,2025-04-21T17:20:56Z,"The 2025-04-03 failure has 199 samples where the test expects 200. It has 1 sample in , and 4 samples with other call stacks that correspond to . I suspect that the test is generating the full 200 contention events, and that one of them is being reported as . The alternative I had in mind was that was indicating to the test code that reportable contention was present and that the test should proceed, when the lock was not really in that state. I see a bug like that in <PATH>'s (which I'll fix), but it wouldn't explain the 2024-11-27 failure on linux/loong64, which would have been using <PATH> (prior to [CL 658455](<URL>",1,627,en,neutral
31,https://github.com/penpot/penpot,https://github.com/penpot/penpot/issues/8590,I_kwDOAugo2c7x5A9Z,2026-03-11T13:30:45Z,2026-05-26T10:24:06Z,OPEN,10,IC_kwDOAugo2c8AAAABDAnDvg,https://github.com/penpot/penpot/issues/8590#issuecomment-4496933822,BrutalBirdie,2026-05-20T09:46:07Z,2026-05-20T09:46:07Z,Hello <USER> Thanks for the in-depth response. We can add the important setting and see if this resolves the issue.,1,115,en,neutral
32,https://github.com/microsoft/terminal,https://github.com/microsoft/terminal/issues/19756,I_kwDOBfbO8M7j90he,2026-01-17T07:42:01Z,2026-05-07T14:55:28Z,CLOSED,4,IC_kwDOBfbO8M7ggKtt,https://github.com/microsoft/terminal/issues/19756#issuecomment-3766528877,homika482005,2026-01-19T05:55:45Z,2026-01-21T20:28:34Z,"Hi maintainers I’m a student contributor and I’d like to work on this issue. I can reproduce the bug on my system and noticed it is similar to #19444. Before starting implementation, I’d like to confirm: - Should the context menu use existing localized resources, or - Is a new localization hook required for the settings text box? Happy to share findings once I investigate further. Thanks!",1,391,en,neutral
33,https://github.com/microsoft/terminal,https://github.com/microsoft/terminal/issues/18784,I_kwDOBfbO8M6yJUHj,2025-04-11T14:10:28Z,2026-03-12T23:19:12Z,OPEN,5,IC_kwDOBfbO8M7H_rMX,https://github.com/microsoft/terminal/issues/18784#issuecomment-3355357975,ChristopherWalz,2025-10-01T08:49:16Z,2025-10-01T08:49:16Z,I still have this problem on Windows 10.,1,40,en,neutral
34,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss/issues/15399,I_kwDOBlGyP86jU5g0,2024-12-14T22:11:08Z,2026-04-06T17:08:26Z,CLOSED,6,IC_kwDOBlGyP8753m3B,https://github.com/tailwindlabs/tailwindcss/issues/15399#issuecomment-4192103873,ichavesbr,2026-04-06T11:56:17Z,2026-04-06T11:56:17Z,"I'm using mac and had the same issue with my vite project. What worked for me was deleting <PATH> from the repo. Just in case I also added on .gitignore. No need to mess with node version. ""git rm --cached <PATH>"" git commit -m ""remove <PATH> from repo"" git push",1,262,en,neutral
35,https://github.com/docling-project/docling,https://github.com/docling-project/docling/issues/287,I_kwDOMT5TYM6dviu4,2024-11-09T19:55:13Z,2026-06-04T12:55:29Z,OPEN,43,IC_kwDOMT5TYM6lj9CM,https://github.com/docling-project/docling/issues/287#issuecomment-2777665676,jonhilgart22,2025-04-04T06:25:28Z,2025-04-04T06:25:28Z,Following! <URL> has some code to borrow here likely,1,52,en,positive
36,https://github.com/moby/moby,https://github.com/moby/moby/issues/13481,MDU6SXNzdWU4MTA1OTQ1NA==,2015-05-26T17:27:05Z,2026-03-25T16:04:16Z,CLOSED,102,MDEyOklzc3VlQ29tbWVudDIzNzU0MzQ3NA==,https://github.com/moby/moby/issues/13481#issuecomment-237543474,Frogging101,2016-08-04T12:52:44Z,2016-08-04T12:52:44Z,"Shouldn't this be a separate bug report? The original problem was that IPv6 was useless on production servers, due to the fact that there was no supported way to get a predictable, routable, DNSable IPv6 address. That issue has since been solved with the new ""docker network create"" and ""docker run --ip"" options, since it is now possible to statically assign a container its own IP address. ## IPv6 NAT is a valid, but different feature request, and I think it would be tidier to start with a fresh bug report for that one. John Brooks Sent from my BlackBerry PRIV with K-9 Mail. On August 4, 2016 8:35:19 AM EDT, Jonas Thiem notifications@<URL> wrote: > <USER> Nobody here argues NATv6 is the best solution for all use > cases. However, I think it has been sufficiently demonstrated there is > a need for NATv6 for some people - that doesn't mean you need to use > it, and certainly nobody wants NATv6 to be the only available solution > or an irreversible replacement that cannot be turned off for the > current behavior. > > For certain environments, especially smaller servers or laptops, NATv6 > would be a huge improvement over the current _sole available behavior_ > which is why it should be _an option_. That datacenters run better with > custom iptables instead of a NAT with fully customized routing > shouldn't come to anyone's surprise. > > --- > > You are receiving this because you were mentioned. > Reply to this email directly or view it on GitHub: > <URL>",1,1474,en,neutral
37,https://github.com/typst/typst,https://github.com/typst/typst/issues/2282,I_kwDODI8QW85yf8yG,2023-10-01T21:16:36Z,2026-03-12T17:32:26Z,OPEN,19,IC_kwDODI8QW86s9GQ9,https://github.com/typst/typst/issues/2282#issuecomment-2901697597,Dherse,2025-05-22T15:38:09Z,2025-05-22T15:40:00Z,<USER> I just updated the tracking issue with the change done in #5420 which added support for transparency gradient in PDF :) For any bugs please open a dedicated issue if one does not already exist.,1,200,en,positive
